Triamcinolone Lotion,emotional hangover,cried,Hemorrhoid Cream,very fatigued,Joint Pain,migraine day,drank lots of water,Knackered,migraine yesterday,woke up without alarm,saw a movie,meditation,meditation ,Started period,Prednisone,nectarine,Flonase,Walked the Dogs,Diary,Iceburg Lettuce,on my feet a lot,hard time functioning,saw Adam,very hot,"Busy Day,  VBS prep",Busy VBS day,feeling sad,Busy VBS prep,trouble thinking,Anxious,butternut squash risotto,fatigued,day at home,unknown fructose content,kidney pain,Triamcinolone Cream,Hiking,meditated,Fish oil,bad sleep,last day of selenium,Emotionally Drained,Spotting,horseback riding,saw psychologist,had sex,Singing lesson,overslept,Fight with Vee,unproductive,went to movies,tired,Poorly ,don't care about anything,Broke VLCD,contact with parents,Headache,PTO,Warped Tour,alcohol,Worked Outside,Busy VBS evening,Sauna,dehydrated,"Ugh,  slow start",stayed up to late last night,exercise,Veggies,Humira,UTI,Upset,Vitamin C,Taco Bell,last day of period,forgot meal,Painting.,Projects,Rainy Day,Cried,studied,hydrocortisone suppository ,Lettuce,new environment,stressed,Late lunch,Cardio,toes very painful,Went to work,hiking,Angry,period,Dairy,restless,Regular Day,tidied,spinach,Painted,angry,Raided,walked the dogs,Antibiotics,Vets,Fructose,bad headache,self-harmed,Nasal Congestion,painful,happy,Doctor's Appointment,resting,Hangry,Book Club,a lot of muscle pain from washing my feet yesterday,jetlagged,"Busy VBS prep,  & painting",antibiotics,church ,Stressed,Fun,napped several times,sat outside,blood test,Tired,Exhausted,puppy training,std checkup,fructose ,blood work,Tylenol,Melatonin,little sleep,Gluten,Fingers dislocating,Encouraged about GI,napped,exhausted,upset,book club,2 Hr Nap,sad,Nap,first day of period,Fighting with Nate and Elizabeth,Interview,Inflamma-blox,Went out,trouble getting up,memories of Dorian,toes dislocating,Iceberg Lettuce,Ocella,foggy day,woke up with dry eye,nap,Fatigued,sick,fingers very painful,Couldn't be bothered with anything,feet tingly,with James H,depressed day,Neti Pot,muscle soreness,menstruating,Daytime nap,audition,fatigue,cleaning,Iron,fructose,Popcorn,yoga,Sad,weekend,no work,Car travel,archery,Short of Breath,Lots of work,good sleep,psychology,weights,Fishing,row
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,overslept
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Fight with Vee
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,unproductive
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,went to movies
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,0.0,,,,2.0,2.0,2.0,,,,2.0,,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,2.0,2.0,,0.0,2.0,,,0.0,,,2.0,,,2.0,0.0,0.0,,,2.0,,,2.0,1.10696936425,,,0.0,,2.0,,1.02097388626,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0,,0.0,,,0.0,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,tired
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,Poorly 
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,don't care about anything
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Broke VLCD
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,contact with parents
2.0,0.0,0.0,1.95123158546,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.92005976531,2.0,1.99992824273,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,2.0,0.684150931216,0.0,0.0,2.0,0.0,0.0,1.31851908873,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,2.0,0.423663769482,0.0,,2.0,0.0,,2.0,0.0,0.0,1.05806399916,0.0,0.0,1.71250613185,0.0,0.0,2.0,,,0.0,0.0,2.0,2.0,0.0,2.0,0.6783337454,0.0,0.0,0.0,0.0,0.737698980952,0.0,0.298016726326,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.22971681074,0.0,,0.0,0.0,2.0,0.0,,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295026494848,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0285681796304,0.0,0.0,0.0,0.0,1.98597843276,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.156658685917,2.0,0.0,0.0,Headache
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,PTO
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,Warped Tour
0.0,2.0,0.0,1.80032108417,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.85042975088,0.0,1.56650504183,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,0.0,0.0425856363942,2.0,0.0,0.0,0.0,2.0,1.95822342218,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.423663769482,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.84929830734,0.0,0.0,0.837232847543,0.0,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0408317206469,0.0,0.0,2.0,0.0,0.060227550373,0.0,0.013408110072,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.034919756445,0.0,,2.0,0.0,0.0,2.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243627609861,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.246188706514,0.0,2.0,0.0,2.0,1.70462565682,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0747994973126,0.0,0.0,0.0,alcohol
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Worked Outside
,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busy VBS evening
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,Sauna
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,dehydrated
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ugh,  slow start"
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,stayed up to late last night
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,exercise
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Veggies
2.0,0.0,2.0,0.63681046753,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.555460599435,2.0,0.953899496831,2.0,2.0,2.0,,2.0,0.0,2.0,,,2.0,,2.0,1.96554813483,0.0,2.0,2.0,2.0,0.0,0.0351883262154,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.05806399916,2.0,2.0,1.84929830734,2.0,,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,1.65911112145,2.0,2.0,2.0,,,2.0,2.0,2.0,0.0,2.0,2.0,1.96393287262,2.0,2.0,0.0,2.0,1.97858828333,2.0,1.7517518194,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.68135180627,2.0,,0.0,2.0,2.0,0.0,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.29705595322,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.29332363867,2.0,0.0,2.0,0.0,0.776158890178,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.58543942974,2.0,2.0,2.0,Humira
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,UTI
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Upset
0.0,2.0,2.0,0.538689917063,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.619349056222,0.0,0.279139360709,2.0,2.0,2.0,,2.0,2.0,2.0,,,2.0,,0.0,0.559297179691,2.0,2.0,0.0,2.0,2.0,1.4381738273,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.71250613185,2.0,0.0,0.837232847543,2.0,,0.0,2.0,,0.0,2.0,2.0,1.65911112145,2.0,2.0,,2.0,2.0,0.0,,,2.0,2.0,0.0,0.0,2.0,0.0,0.564814651591,2.0,2.0,2.0,2.0,0.509793259224,2.0,1.00044555379,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.10137777622,2.0,,2.0,2.0,0.0,2.0,,2.0,,2.0,2.0,,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.52230539986,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.52563261502,2.0,2.0,2.0,2.0,0.414573268794,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.22382584398,0.0,2.0,2.0,Vitamin C
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Taco Bell
