suicidal,Women's probiotic,way off the diet train! :(,Jarred back in wheelchair,Knackered,PMDD,dinner with friends,work + times square,fascial stretch therapy,felt blamed,fat,day at home,grilled cheese,Charlotte,Kalb,loneliness,think i miiiiiiight have recovered from christmas,Standing desk,tired,Bicarb on scalp,foccacia,No sleep at all,bike ride,sick leave,deep massage,Charcoal,Pataday,new job,exercise,melancholy,Off work,funeral,black tea,vomiting,raspberries,packing,linseed,not forgetful,Cleaning ,slept in,Nortriptyline,studied,jeff gone,stressed,got the job!,had a 21 hour sleep last night,intense bowel movements,hiking,Vyvanse,day after weights,played computer,had sex,Eyebright Complex,family time,JBR Launch ,singing,aerial hoop,ovulating,nauseated,Creatine,positive,more orientation,weeping,Foggy,catered food,flat,time with friends ,food shop,might still be on the adrenaline run from christmas,grief,missed dinner,doctor appointment,feeling sick,Alcohol previous night,"very, very tired",7k steps,lots of gas,High temperature,cutting weight,jet lag,Migraine Diet,flu jab,stressful day,registrar's letter,tired afternoon,miserable ,Christmas,non-verbal,travel,Tiring,Daily walk,argument with claire,saw friends,no lunch,romantic anxiety,pizza,eyes hurt,Nasonex,vegan,"good times with friends, but bad times with food",Tian Ma Tou Tong - headache,Stayed on diet,Ondansetron,flu shot,chiropractic,Stressed ,ate cheese-again,Blue,tramadol,floravit iron,farm work,pur-absorb iron,overdid it,Rain,strange,acupuncture,canned vegetable beef soup,fast food,still tired,good nights sleep,chuck's funeral,wanted to self injure,jetlag,Panamax,sore throat,bread,got drunk,decorated a cake,ate HORRIBLY over the weekend,migraine in evening,Sad,12K Steps,Nutrasea Fish Oil,Went to work,unproductive,gaming,alcohol,Zofran,dr appointment,training sucked,must have needed it,Vitamin B complex - 50,posted story,grapes,Spironolactone,Sleeping pills ,hot and humid outside,abdominal pain after sex,Amtiriptyline earlier,ibs issues,Ventolin,cheese,Contraceptive pill,Bu Zhong Yi Qi capsules,fun at work,Adderall,Regular Day,cobb salad,feeling a burden,Sat in lounge all day,Played computer games ,language learning ,binge eating,painful,headache,job offer,wee to QE,time with husband,Mirtazapine,Chris round,anxiety,anaphylactic shock,depressed,boring,walked dog,smoked last night,cravings,good mental day,new job tomorrow,social anxiety,marijuana,day off,deadlifts,big sleep,training at work,tight throat,ate rice,Personal Record,bit of a better day,eggs,Gan Mao Qing anti-viral,lifting things,ate breakfast,new job!,proud,good sleep,tooth ache,pineapple,Normal work day,ugh,Stayed at home,saw a movie,Anna,skipped strattera,Prednisone,MDMA,dry eye,Buspirone,super tired from last night,DLPA,Big storm,ate tomatoes,Colouring,hyper japan,overeating,first day on the job,ate corn today,small group,clarytin works better than store brand,On feet,withdrawal,powerlifting,Moms birthday,slept 7 hours,slept all day,first day of work,midcycle,hypersexual,Turmeric tea,Dexedrine,nope,yardwork,Inderal,Vitamin C,Vitamin B,Probiotics,jog,Pain management,fulfilled,Vitamin a,Vitamin d,peanut butter,first full day at work,Had to leave work,saw Chris,vascular consultant,Clonazepam,Sewing,DONE being addicted to food,"ate tomatoes, rice, cheese and wine this weekend (wine Fri) all others today",hopefully a long sleep tonight will end it anyway,Bloated,Psychotherapy ,nre,Zoladex,Guilt,Multivitamin,saw a friend,loved work!,volunteer,noise sensitivity,Went climbing,Ibuprofen,left the house,romantic rejection,blah,dizzy,reading and relaxing,aches,Ecural,too much information meant i couldn't sleep,heartbreak,Valerian,High temperarure,breakdown,less caffeine,social,Codeine,deja vu,bullying,Voltaren,Iron,stomach pain,catheter,Spoke to parents ,Ferrous sulfate,Wei Te Ling - heartburn,hyperventilation,Gui Pi Pills,better mood too,Multi-vitamin,sleepy,Guilt ,Aching ,Soluble Aspirin,no dinner,Turmeric,Good morning,Post flare,Kirkland Fish Oil,emotional day,failed lift,Physiotherapy,Magnesium,unpleasant pooh,intentional living,went to library,Dog had seizures,worked in studio,physiotherapy,come down,in pain,urine infection,had therapy,lara bars are BAD,Valdoxan,saw doctor,scared,Fentanyl,Poorly ,food hangover,heartache,Yin Chiao,no sleep,Turned compost,ate rice last night,Low-FODMAP diet,Flare,Superlong nap,zombie,caved on dairy again,ate salsa,group meeting,Busy yesterday,computer game,respiratory infection,bad pain day,swimming,pissed off,Nauseated ,Omeprazole,Magnesium gel,weepy,unfocused,frustration,bored,play reading,happy,had coffee,Morphine,gluten,bit hard to tell though,SAD light,relaxed,job interview,Valium,rejection,asked for help,tingly throat,social gathering,Symptoms made worse by activity,emotional,body aches,Knackered ,bike accident,Hungry ,exhausted,Inolaxol,night energy,empty reservoir,Lithium,Iberogast,couldn't sleep because homework,yoga,chinese takeout,Wei Zhang Shun Qi Wan,back home,good conversation,sick,thirsty,Up late,tiring day at work,Progesterone,healthcare assessment,no work,Sugar reaction,bath with epsom salt,Lots of work,walked,Montelukast,stayed up late,row
,,0.0190470843499,,,,0.0,,,,,,,,,,,,0.000523420352601,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0347009031772,0.000523420352601,0.370031241416,,,,,,,,,0.0347009031772,0.0,0.0552973121954,,,,,,0.000176931274347,,,,,0.0374905070761,,,0.00112229783877,,,0.000523420352602,,,,,,,,,,0.0106284864385,,,,,,,,,,0.0,,,,,,,0.00304383865307,,2.0,,0.0,,,0.0237854756836,,,,2.0,,,,,,,,,,7.41490767941e-06,,,,0.000195055432323,2.0,,,0.00748312956074,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,0.370031241416,,,,,,,,,,0.0,0.0237854756836,,,0.0,,,0.0,,0.0318838149881,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0318838149881,,,0.0,0.00131156062412,2.0835938215e-05,6.97522999119e-05,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,2.0,,,,0.00811195697976,,,,,,0.00198606823374,0.00304383865307,,,,,,,,,0.370031241416,,,,,0.0,,,,1.11022302463e-16,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00574107217821,,,,,,,0.0,,,,,,,0.00131156062412,,,,,,0.00748312956074,,,,,2.0835938215e-05,,,,,0.0189957679997,6.96545553407e-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00112229783877,,,,,,,,,,,,,,,,2.0,,,,0.00811195697976,,,,,,0.0,,,0.0,intentional living
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,went to library
,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,0.0,,,0.0,,,,2.0,,,,,,,,,,0.0,,,,0.0,2.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Dog had seizures
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worked in studio
,2.0,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,0.0,,,,0.0,,,0.0,,,2.0,0.0,,2.0,,2.0,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,,0.0,,,,0.0,,0.0,0.0,2.0,,,0.0,0.0,,,0.0,,2.0,,0.0,,0.0,2.0,,0.0,,2.0,,,2.0,,,,0.0,0.0,2.0,,,2.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,2.0,2.0,,,2.0,,2.0,2.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,0.0,,,,2.0,,0.0,2.0,2.0,,,,,,,0.0,,0.0,,,2.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,2.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,2.0,,,0.0,,,0.0,,,,,,2.0,0.0,,0.0,,,,,,physiotherapy
,2.0,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,0.0,,,,0.0,,,0.0,,,2.0,0.0,,2.0,,2.0,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,,0.0,,,,0.0,,0.0,0.0,2.0,,,0.0,0.0,,,0.0,,2.0,,0.0,,0.0,2.0,,0.0,,2.0,,,2.0,,,,0.0,0.0,2.0,,,2.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,2.0,2.0,,,2.0,,2.0,2.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,0.0,,,,2.0,,0.0,2.0,2.0,,,,,,0.0,,,0.0,,,2.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,2.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,2.0,,,0.0,,,0.0,,,,,,2.0,0.0,,0.0,,,,,,come down
,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,in pain
,2.0,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,0.0,,,,0.0,,,0.0,,,2.0,0.0,,2.0,,2.0,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,,0.0,,,,0.0,,0.0,0.0,2.0,,,0.0,0.0,,,0.0,,2.0,,0.0,,0.0,2.0,,0.0,,2.0,,,2.0,,,,0.0,0.0,2.0,,,2.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,2.0,2.0,,,2.0,,2.0,2.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,0.0,,,,2.0,,0.0,2.0,2.0,,,,,,0.0,0.0,,,,,2.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,2.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,2.0,,,0.0,,,0.0,,,,,,2.0,0.0,,0.0,,,,,,urine infection
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,had therapy
,,0.0302789675995,,,,0.0,,,,,,,,,,,,0.000177951776485,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0225963343711,0.000177951776485,0.331094810633,,,,,,,,,0.0225963343711,0.0,0.0397465535902,,,,,,0.00245134529915,,,,,0.0526406909315,,,7.37440034315e-06,,,0.000177951776485,,,,,,,,,,0.0044811810122,,,,,,,,,,0.0,,,,,,,0.000359671064254,,2.0,,0.0,,,0.0361662675734,,,,2.0,,,,,,,,,,0.00151613261305,,,,0.00251756609246,2.0,,,0.00253301378113,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,0.331094810633,,,,,,,,,,0.0,0.0361662675734,,,0.0,,,0.0,,0.0459791447822,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0459791447822,,,0.0,0.0,0.00100185817157,0.000776502702303,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,2.0,,,,0.0029046614026,,,,,,6.97763123971e-05,0.000359671064254,,,,,,,,,0.331094810633,,,,,0.0,,,,0.00131156062412,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00156669960191,,,,,0.00131156062412,,0.0,,,,,,,,,,,,,0.00253301378113,,,,,0.00100185817157,,,,,0.010350388125,0.000776828918803,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.37440034315e-06,,,,,,,,,,,,,,,,2.0,,,,0.0029046614026,,,,,,0.0,,,0.0,lara bars are BAD
,0.0,,,,2.0,,,2.0,2.0,2.0,,,,,2.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,2.0,,,,,0.0,,2.0,2.0,0.0,,,,2.0,2.0,,2.0,2.0,,2.0,2.0,,,,2.0,,,2.0,,,,,,2.0,,2.0,,0.0,2.0,,,,,,2.0,,,,2.0,,,2.0,,,0.0,2.0,,0.0,,0.0,,2.0,2.0,,,2.0,0.0,,0.0,2.0,,,2.0,,,,2.0,,2.0,2.0,0.0,,,2.0,2.0,,,2.0,,0.0,,2.0,,2.0,0.0,,2.0,,0.0,,,0.0,,,,2.0,2.0,0.0,,,0.0,,,2.0,2.0,,,,2.0,2.0,,,2.0,,2.0,0.0,2.0,,2.0,,,,,2.0,,,2.0,,,2.0,2.0,,2.0,,2.0,,,,,,,2.0,,2.0,,2.0,,,,,,,2.0,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,2.0,2.0,,,,,2.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,,2.0,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,0.0,2.0,2.0,,,,,2.0,,2.0,2.0,,,2.0,2.0,0.0,2.0,2.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,2.0,,,,0.0,,2.0,0.0,0.0,,,,,,2.0,2.0,,2.0,,,,,,,,,2.0,,,2.0,,,,2.0,2.0,,,2.0,,2.0,2.0,,,2.0,,,0.0,,2.0,2.0,,2.0,,,,2.0,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,2.0,0.0,,,2.0,,,2.0,,,,,,0.0,2.0,,2.0,,,,,,Valdoxan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saw doctor
,,,0.0,2.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,scared
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fentanyl
,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,Poorly 
,,0.0501065504818,,,,0.0,,,,,,,,,,,,0.0040523692862,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0100363561656,0.0040523692862,0.279914129851,,,,,,,,,0.0100363561656,0.0,0.02232413835,,,,,,0.00995562963103,,,,,0.077814527732,,,0.00281354147163,,,0.0040523692862,,,,,,,,,,0.000276443144203,,,,,,,,,,0.0,,,,,,,0.000984173964389,,2.0,,0.0,,,0.0575643737729,,,,2.0,,,,,,,,,,0.00796071829923,,,,0.0100883820339,2.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,0.279914129851,,,,,,,,,,0.0,0.0575643737729,,,0.0,,,0.0,,0.0697164989875,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0697164989875,,,0.0,0.00253301378113,0.00671556335159,0.00611014715961,,,,,,,,0.0,0.0,,,,,2.0,,,,,,,2.0,,,,1.27325952911e-05,,,,,,0.00176234112072,0.000984173964389,,,,,,,,,0.279914129851,,,,,0.0,,,,0.00748312956074,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.000115623897373,,,,,0.00748312956074,,0.0,,,,,,,0.00253301378113,,,,,,,,,,,0.00671556335159,,,,,0.00264954764294,0.00611106095882,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00281354147163,,,,,,,,,,,,,,,,2.0,,,,1.27325952911e-05,,,,,,0.0,,,0.0,food hangover
,2.0,,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,,,,,2.0,,0.0,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,2.0,0.0,,,,,,0.0,,,,0.0,,,0.0,,,2.0,0.0,,2.0,,2.0,,0.0,0.0,,,0.0,2.0,,2.0,0.0,,,0.0,,,,0.0,,0.0,0.0,2.0,,,0.0,0.0,,,0.0,,2.0,,0.0,,0.0,2.0,,0.0,,2.0,,,2.0,,,,0.0,0.0,2.0,,,2.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,,,,,2.0,2.0,,,2.0,,2.0,2.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,0.0,,,,2.0,,0.0,2.0,2.0,,,,,,0.0,0.0,,0.0,,,2.0,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,2.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,2.0,,,0.0,,,0.0,,,,,,2.0,0.0,,0.0,,,,,,heartache
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,2.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,Yin Chiao
