chicken wild rice soup,Phyical Therapy - stretches,Osteopathy,Ambien CR,tumeric extract,busy,excedrin migraine,sugar,Netflix day,normal sleep,Lazy day,Vitamin b complex,8 hours sleep,cuddled kitten,therapy session,siracha,THC,Allegra,Flexeril,Goth clubbing,home alone,shopping,Fish oil,Chocolate after 6pm,Rest,Soy Sauce,Zolmitriptan,Post-op ice device,Corticosteroids,Tretinoin,picnic,bed day,Fentanyl,bacon,drank wine,Butterbur,slept 7 hours,Claritin,Strattera,Relaxing,no sleep,skipped meals,Zofran,Clinda-derm,Hydroxyzine,Synthroid,12 hours sleep,lots of desk work,meds,Dexedrine,broken sleep,exercise,bubble and squeak roast,Superlong nap,Vitamin C,Vitamin B,listen to music ,ate salsa,Daytime nap,Gabapentin,Klonopin,Medication,severe pain,CBD,Zomig,flaxseed and fybogel,Vitamin b12,bed late,Vitamin d,Ice pack,Late lunch,no breakfast,hiking,buses,physical therapy,8.5 hours sleep,slept >12 hrs,acupuncture treatment,Acupuncture,ironing,Metformin,9 hours sleep,spinach,Went out on date,vacation,worked in garden,slept 11 hours,CoQ10,social gathering,Morphine,gluten,crafting,scary new shit,small breakfast,8.75 hours sleep,soy or tofu main dish eaten,Tranexamic acid,slimfast,Gardening,exercised,stool softener,not great sleep,banana,Allergy Shots,bbq,Zinc,Melatonin,soft drink,10.5 hours sleep,Dicyclomine,studied,Alcohol,allergy shot,slept 8 hours!,marijuana,Sunlight,Pantoprazole,birth control,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,cooked breakfast,new environment,eye ointment,lift x2,Ubiquinol,Valerian,Achy breaky rub,did some homework,Famotidine,beach,Benadryl,Enada,laundry,strapping of shoulder,Codeine,Astelin,Progesterone,mass transit,heating pads,Norco,Adderall,popcorn,Singulair,Montelukast,thai food,bone broth,long walk,row
0.0,,2.0,0.0,2.0,0.0,,,2.0,,0.0,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,2.0,0.0,0.0,1.99860843949,6.66400099374e-05,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,-2.22044604925e-16,-2.22044604925e-16,,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,-2.22044604925e-16,,,0.0,1.21477515641,,0.00151810961213,,0.0,0.0,,2.0,6.66400099374e-05,0.0,,0.0,0.0,0.0,,0.0,5.91670481498e-08,2.0,0.0,0.0,2.0,0.0,,1.86882363527,,0.0,0.0,0.0,1.99338108679,0.0,2.0,,2.0,0.000889566401497,0.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22044604925e-16,-2.22044604925e-16,0.0,2.0,2.0,0.0,0.0,0.165106680284,2.0,0.0,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.90746454644,-2.22044604925e-16,,0.0,2.0,0.137697285771,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,2.0,0.0,0.0,0.0,Vitamin d
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Ice pack
0.0,,2.0,,,0.0,,2.0,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,Late lunch
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,no breakfast
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hiking
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,buses
0.0,,2.0,0.0,,0.0,,,,,0.0,0.0,2.0,0.0,,,0.0,0.0,2.0,,0.0,2.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,2.0,0.0,0.0,5.91670481498e-08,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,2.0,,,,,0.0,0.0,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,0.0,2.0,0.0,2.0,,0.0,,2.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,physical therapy
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,8.5 hours sleep
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,slept >12 hrs
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,acupuncture treatment
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,Acupuncture
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,ironing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metformin
,,,0.0,0.0,,,,0.0,,,1.86882363527,0.35819986809,0.0,2.0,0.0,0.0,1.86882363527,,2.0,,0.0,1.87448167135,0.0,0.0,,,0.0,,,,,,0.0,,,0.0,1.86882363527,1.86882363527,,,,0.0,,0.0,2.0,0.0,,0.0,,,,,,1.86882363527,,,,0.0,,1.89477645476,,,0.0,,2.0,1.87448167135,0.0,1.86882363527,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,0.0800547758542,2.0,0.0,,0.0,2.0,,2.0,0.0,,,,,,0.0,,,2.0,,1.86882363527,1.86882363527,,0.0,,,0.0,0.0,0.0,,0.0,,2.0,1.86882363527,1.86882363527,1.86882363527,,,,0.0,,,,,0.419588170797,1.86882363527,,,,0.0,2.0,,1.86882363527,,2.0,0.0,0.0,,0.0,1.86882363527,,,,,9 hours sleep
,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,0.0,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,spinach
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,Went out on date
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,vacation
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,worked in garden
,,,2.0,0.0,,,,0.0,,,1.99338108679,0.108929249845,2.0,2.0,0.0,2.0,1.99338108679,,2.0,,0.0,1.99464094977,0.0,2.0,,,2.0,,,,,,0.0,,,0.0,1.99338108679,1.99338108679,,,,2.0,,2.0,2.0,0.0,,2.0,,,,,,1.99338108679,,,,0.0,,1.99819991395,,,2.0,,0.0,1.99464094977,2.0,1.99338108679,2.0,,,,,2.0,0.0,,,0.0,,,0.0800547758542,,,,,,2.0,0.0,,0.0,2.0,,0.0,0.0,,,,,,2.0,,,2.0,,1.99338108679,1.99338108679,,0.0,,,2.0,0.0,0.0,,2.0,,2.0,1.99338108679,1.99338108679,1.99338108679,,,,2.0,,,,,0.146800050113,1.99338108679,,,,0.0,0.0,,1.99338108679,,0.0,2.0,2.0,,0.0,1.99338108679,,,,,slept 11 hours
,,,,2.0,,,,2.0,,,0.0,2.0,,0.0,2.0,,0.0,,0.0,,2.0,0.0,2.0,,,,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,,0.0,,,,2.0,,0.0,,,,,,0.0,,0.0,,,,,,,2.0,,,2.0,,,2.0,,,,,2.0,,2.0,,2.0,0.0,,,2.0,,,,,,,,,0.0,,0.0,0.0,,2.0,,,,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,2.0,,,0.0,,,,,,2.0,0.0,,,,,CoQ10
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,social gathering
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphine
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,gluten
0.0,,2.0,,2.0,0.0,,,2.0,,0.0,0.0,2.0,,0.0,2.0,,0.0,2.0,0.0,0.0,1.999944048,0.0,2.0,,0.0,2.0,,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,2.0,,0.0,2.0,0.0,,,,0.0,0.0,,0.0,,,0.0,1.25577037752,,0.0,,0.0,,,,0.0,,0.000889566401497,,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,,0.0,0.0,0.0,2.0,0.0,2.0,,2.0,,0.0,,2.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.189060451334,2.0,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,0.0,2.0,0.15981915629,,,0.0,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,crafting
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,scary new shit
,,,2.0,,,,,,,,2.0,0.0,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,,,,,2.0,,,2.0,,0.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,2.0,,,,2.0,,,2.0,2.0,2.0,,,,2.0,,,,,0.0,2.0,,,,,0.0,,2.0,,0.0,2.0,2.0,,,2.0,,,,,small breakfast
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,8.75 hours sleep
2.0,,0.0,,,2.0,,,,,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,0.0,,0.0,0.0,2.0,2.0,,,2.0,2.0,,,,,0.0,2.0,,0.0,,,,2.0,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0,2.0,,2.0,,2.0,,,,,,,0.0,2.0,2.0,,2.0,2.0,2.0,,,,,2.0,0.0,2.0,,,,,,,,,,,0.0,2.0,2.0,2.0,soy or tofu main dish eaten
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tranexamic acid
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,slimfast
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,Gardening
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,exercised
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,stool softener
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,not great sleep
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,banana
,,,,2.0,,,,2.0,,,0.0,2.0,,0.0,2.0,,0.0,,0.0,,2.0,0.0,2.0,,,,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,,0.0,,,,2.0,,0.0,,,,,,0.0,,0.0,,,,,,,2.0,,,2.0,,,2.0,,,,,2.0,0.0,2.0,,2.0,0.0,,,2.0,,,,,,,,,,,0.0,0.0,,2.0,,,,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,2.0,,,0.0,,,,,,2.0,0.0,,,,,Allergy Shots
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,bbq
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Zinc
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Melatonin
