worn out,ugh,Wrong about something,really bad day,suicidal ideation,soda,Jarred back in wheelchair,Knackered,Aching ,saw a movie,ate breakfast,tough long run,low food,weak legs,travelling,holiday,work + times square,backache,drink,coffee,i'm ok,insomnia,trouble thinking,large pastry,out of the house,back to work,drive to balt,bad lunch,Confronted a coworker,nausea,shallow breathing,nope,On feet,sleepless,bad sleep,worried,doctor appointment,think i miiiiiiight have recovered from christmas,faitgue,in pain,spotting,overslept,Went to work,slept a lot,low pain,tired,Visited the Park,scared,Poorly ,No sleep at all,med long run,bit of a better day,orthostatic intolerance,slept all day,ice cream,drinks,Hang outs,poor sleep,no sleep,childish,dr appointment,fog,Colouring,frustrated,must have needed it,exercise,lazy,cut right index finger,Off work,Flare,wore bad shoes,Superlong nap,weak,tough run,withdrawals,packing,icky,long run,head pain,Sat in lounge all day,holidays,Busy yesterday,POTS,High temperature,Gentle,abdominal pain after sex,Daytime nap,Vitamin d,jaw pain,had a 21 hour sleep last night,Stress 2,woke afternoon,earache,hiking,period,Nauseated ,tough half marathon,ultrasound,had sex,mangos,tavel,Tough workout,walked the dog,cough,nauseated,Farm,Sewing,throat pain,stressed 2,no digestion,deep massage,Played computer games ,bored,banana,painful,happy,liquid diet,relaxing,hopefully a long sleep tonight will end it anyway,Stuck in bed,oversleeping,pooped today!,sore,Celebrex,doctors,saw a friend,self care,hot and humid,anxiety,depressed,work,shakey before bed,excitement,Busy Day,Hungry ,Ran Errands,a cold,Sleeping pills ,Knackered ,Post flare,alone time,resting,eczema,very tired,might still be on the adrenaline run from christmas,sad,Content,Hot,dizzy,dozed,home day,breakfast,couch potato,ate out,toothache,eyes hurt,afraid,bit hard to tell though,Fluoxetine,diarrhea,Christmas,hot,stress 2,sick,High temperarure,better mood too,itchy,stress 3,thirsty,slow morning,gaming,pain,Vitamin e,yeast infection,menstruating,ativan,finger pain,impulsive,cleaning,Norco,catheter,hot weather,no work,vomited,stress,inventory at work,good sleep,feels,Took it easy,massage,stayed up late,spent day in bed,stressed,row
0.0,,,2.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.117381630387,,,,0.0,,,9.59467576703e-05,0.0,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.00800208827638,,,,,,,,0.0,,0.0,,0.0,,0.0,anxiety
,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,0.067431901726,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,0.0,,,,,,,,,,0.0,,depressed
,,,0.877128629888,,,,,,,,,0.00424511187366,,,,,,,,,0.343404568227,,,,,,,,,,,,,0.0,,,,2.0,,,0.0,,,0.0,0.00424511187366,,,,,,,,,,,,,0.641895451773,,,,,,,,0.178121029488,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0786358390415,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,0.0,2.0,,0.0,,,,,0.0,,,,,0.0,,work
,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,shakey before bed
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,excitement
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busy Day
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,Hungry 
0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,0.00211989403418,,,0.0,,,,,,,0.00211989403418,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,Ran Errands
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,a cold
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,Sleeping pills 
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,2.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,Knackered 
,2.0,,,,,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,0.0,0.0,,,,2.0,,,,,0.0,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,,,0.0,,,,,,2.0,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,Post flare
,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,alone time
0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0542576738971,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,2.0,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,0.0,2.0,,0.0,,,,,,,0.0,,,0.0,0.0,resting
,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,eczema
,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0298574998549,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,1.11022302463e-16,,,0.0,,,,,,0.0,,,,,,,,,1.11022302463e-16,very tired
,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,might still be on the adrenaline run from christmas
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,0.0,sad
0.0,,,,,,,,,,,,,,2.0,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,0.00211989403418,,,0.0,,,,,,,0.00211989403418,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,0.0,,,,0.0,Content
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,Hot
,0.0,,,,,2.0,0.0,0.0,2.0,0.291261750115,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,,,,2.0,,0.0,2.0,2.0,,0.0,,0.0,,,,,2.0,,0.0,,2.0,,0.0,0.0,,,0.0,2.0,,,,,,,,,,2.0,,2.0,,2.0,,0.0,,,,0.0,,,,0.0,,0.0,,,0.80633280633,,,,,,0.0,,2.0,,,,0.0,2.0,0.0,,,2.0,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,2.0,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,2.0,,,,,,,,,,0.0,,0.0,,,,0.0277656709611,,,,,,0.217880239899,dizzy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dozed
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,home day
,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,breakfast
,,,0.501035555133,,,,,,,,,0.0467693623009,,,,,,,,,0.101861882128,,,,,,,,,,,,,0.0,,,,2.0,,,0.0,,,0.0,0.0467693623009,,,,,,,,,,,,,0.307132834721,,,,,,,,0.0213222088051,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,0.0,0.0786358390415,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,0.0,2.0,,0.0,,,,,0.0,,,,,0.0,,couch potato
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ate out
,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,toothache
,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,eyes hurt
,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,afraid
,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,bit hard to tell though
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Fluoxetine
0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,0.00211989403418,,,0.0,,,,,,,0.00211989403418,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,diarrhea
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,Christmas
,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,0.0,,,0.0228030775793,hot
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,stress 2
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,1.52567566697,,,,,,2.0,sick
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,High temperarure
,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,better mood too
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,0.0,itchy
,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,stress 3
,0.0,,,,,2.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,2.0,2.0,,,,0.0,,,,,2.0,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,2.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,2.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,thirsty
,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,slow morning
,2.0,,,,,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,0.0,0.0,,,,2.0,,,,,0.0,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,,,0.0,,,,,,2.0,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,0.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,gaming
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,0.0,pain
,,,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,2.0,,Vitamin e
,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeast infection
