Writing,Ex bike,hiking,Tranexamic acid,Women's probiotic,Zantac,Phyical Therapy - stretches,IVIG,Therapy,MitoQ ,Caffeine,Osteopathy,Tylenol 3,Cannabis,floravit iron,Naproxen,Ambien CR,Miralax low dose at night,severe pain,Soluble Aspirin,pur-absorb iron,Aspirin,Daily walk,Vitamin D3,Prednisone,meds,digestive enzyme,Cod liver oil,Lithium,Flonase,Snooze,Buspirone,Feverfew,DLPA,Clarithromycin,Psyllium husk,Mirtazapine,DEHA,Vitamin b complex,spice,alverine,Gui Pi Pills,milk,Methylcobalamine,Probiotic,heavy lifting,Excedrin,Stretching,Tummy Tamers,TigerBalm,Cat,Walked a lot,Dinner,Steps,Magnesium,Panamax,THC,Cambia,Swimming,Allegra,Triamcinolone Cream,home alone,Guarana & Ginseng,Fish oil,Marijuana,Rest,Post-op ice device,Nutrasea Fish Oil,cocodamol,Corticosteroids,sushi,Lexapro,Dicyclomine,Home physio exercises,Ritalin,Toprol,Benadryl,Aleve,Prilosec,Aromatherapy,Physiotherapy,Compression Stockings,Acetaminophen,went swimming,nsaid,Hydrocortisone,Solifenacin,Nasal spray,Claritin,pilates,Prednisolone,Strattera,Relaxing,Low oxalate,Citalopram,Zofran,Clinda-derm,Hydroxyzine,Sauna,slept in chair,7-keto-dhea,Dexedrine,Carbomer eye drops,dairy,Turmeric,exercise,Veggies,Humira,Slept well,Standing desk,Physical activity,ate badly,Equilibrant,Vitamin C,Dr J study,Vitamin B complex - 50,listen to music ,Valdoxan,linseed,Kirkland Fish Oil,5 or more portions of fruit and veg,Tavegyl,Daytime nap,eye drops,Meditation,Cleaning ,Gabapentin,ate well,Klonopin,Medication,Cetirizine,CBD,Vitamin B,LUSH acne spot-treatment,Zomig,hydrocortisone suppository ,Ginger,Eyebright Complex,Cranberry extract,Vitamin b12,rice noodles,Triamcinolone Lotion,Vitamin d,Ice pack,Prednesone,Tolterodine,massage,Diazepam,Iron,Contraceptive pill,More stretching,physical therapy,Vitamin a,Bu Zhong Yi Qi capsules,L-methylfolate,Vyvanse,Fexofenadine,travel,Vitamin d+calcium,Tretinoin,Albuterol Inhaler,Florinef,Lying flat,Levothyroxine,Metformin,Magnesium gel,sugar free diet,Creatine,Clonazepam,Migraine Diet,Ribose,Physio,Topiramate,Cetraben cream,Ibuprophen,Citrucel,Valium,depo-provera shot,Paracatamol with codeine,Oxynorm,elliptical,SAM-E,Trigger Points,swim class,Ligament Restore,Calcium citrate,Garden of Life Raw Meal,Calcium,slept in,eye compress,Glucosamine,Multivitamin,Purenithol,ponstan,rebounding,Escitalopram,relaxed day,Pain management,Acetyl-l-carnitine,Turmeric tea,Snacks,stool softener,Zinc,Ibuprofen,Hemorrhoid Cream,Melatonin,Nortriptyline,Pantoprazole,Wear shoulder brace,Alcohol,BeachBody OnDemand,Cyclizine,Selenium,Sunlight,Ventolin,Imodium,aqua therapy,birth control,Inflamma-blox,Magnesium glycinate,5-htp,colofac mr,Nasonex,Forever Aloe Berry,Darifenacin,yoga,Zolpidem ER,Wei Zhang Shun Qi Wan,use exercise bike,Ocella,Ecural,Monteluklast,eye ointment,gluten free,spicy meal,housework,Exercise--walking,Achy breaky rub,dairy free,Famotidine,cream,Piyo,Cat ,Topical ibuprofen,Enada,Protecting back,Wore arch supports all day,Ranitidine,strapping of shoulder,Neti Pot,Cerelle,Codeine,Astelin,Gan Mao Qing anti-viral,Progesterone,Spironolactone,Methotrexate,Migraine herb feverfew tablets,Yin Chiao,heating pads,Norco,Tian Ma Tou Tong - headache,Lexam,Adderall,Ondansetron,Keppra,pool,Pataday,Zoladex,Azathioprine,Passionflower,over ate,Freezie wrap,Singulair,excedrin migraine,Ferrous sulfate,cough syrup,psychologist,Wei Te Ling - heartburn,Montelukast,Voltaren,Sleep,Paracetamol,Multi-vitamin,Singing,drawing,Pristiq,row
,,,,0.0,,,,,,,,,,0.0,,,,,0.0,2.0,,,,,,,,0.0,,,2.0,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,2.0,,2.0,,0.0,,,,,,,,,,,,,2.0,,,,,2.0,,,,,0.0,,,,,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,0.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,2.0,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,2.0,,,,,,0.0,,,2.0,,,0.0,0.0,,,,,,,0.0,,,2.0,,0.0,,,,,,,linseed
,,,,0.0,,,,,,,,,,0.0,,,,,0.0,2.0,,,,,,,,0.0,,,2.0,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,2.0,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,0.0,,,,,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,0.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,2.0,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,2.0,,,,,,0.0,,,2.0,,,0.0,0.0,,,,,,,0.0,,,2.0,,0.0,,,,,,,Kirkland Fish Oil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 or more portions of fruit and veg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tavegyl
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daytime nap
,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,eye drops
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meditation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleaning 
0.0,,2.0,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.0,,,Gabapentin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ate well
,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,Klonopin
,,,2.0,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,Medication
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cetirizine
,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,CBD
,,,0.226195299304,2.0,,2.0,,,,,0.103667935142,,,2.0,,,,,2.0,0.0,,,,,,,,2.0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,0.260692466862,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,2.0,,,,,,,,,,,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2.0,,0.0,,0.0,2.0,2.0,,,,,,,,,,0.0,,,,,1.05483839186,,,0.0,,,,,2.0,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0862038913735,2.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,2.0,,0.0,,,,0.0,,0.0,,,,2.0,,,,0.88273463363,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,,,,2.0,,,0.215982885998,0.0,0.0,0.0,,,,2.0,,,0.0,,,2.0,2.0,,,,,,0.0,2.0,,0.0,0.0,0.0,2.0,,,0.0,,,,Vitamin B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUSH acne spot-treatment
,,,0.409963101123,,,0.0,,,,,1.49186961371,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,2.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.05483839186,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,0.6445490967,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0148244027992,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,,0.451974033669,,0.0,0.0,,,,,,,,,,,,,,,,,2.0,,,0.0,,2.0,,,,0.0,,,,Zomig
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydrocortisone suppository 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Ginger
,,,,2.0,,,,,,,,,,2.0,,,,,2.0,0.0,,,,,,,,2.0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,0.0,,0.0,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,0.0,,0.0,,,,2.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,0.0,,,,,,2.0,,,0.0,,,2.0,2.0,,,,,,,2.0,,,0.0,,2.0,,,,,,,Eyebright Complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cranberry extract
,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,,,,0.0,,0.00624700969101,,,,,,0.0,,0.0,,,,2.22044604925e-16,,,,,0.0,,,,,,,0.0,,,0.0,,,2.0,0.0,,0.0,0.0,,,,,,,,1.97254810133,,,,,,,,,,,0.0,0.0651272779913,,0.0,,,0.0,,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,2.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.000904735987303,,0.0,,,,,,0.0,0.0,,0.0,,2.0,,,,,,,2.0,0.0,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,2.22044604925e-16,,,0.0,,,,,,,,,,,,,,Vitamin b12
0.0,,2.0,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,0.0,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.0,,,rice noodles
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triamcinolone Lotion
,,,,0.0,,,,,,,,,,1.64788470719,,0.0,,,0.0,2.0,,2.0,,,0.0,,,0.0,,,2.0,,2.0,,,1.80497141799,,0.0,,,2.0,,,,,,,,,,,,,0.000344058547043,2.0,0.0,,,0.0,,,,0.0,,0.0,0.0,2.0,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,,0.924123173092,,0.0,,,,,,,0.331524297868,,,,,,,,,0.0251621685742,,2.0,,2.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,0.0,2.0,,,,,2.0,,0.0,,,,0.0,,,,,2.0,,,0.0,2.0,2.0,,2.0,,,,,0.0,,,,,0.0,,,,2.0,,,,,,,2.0,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,2.0,,2.0,,0.0,0.0,0.0168346226276,,0.0,,,,0.0,,,,0.0,2.0,,,,,0.0,0.0,,0.64932613755,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,2.0,0.287399541712,2.0,,,0.0,0.0,0.0,0.765441899431,,,0.63947336727,,0.0,0.201508598473,0.0,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,Vitamin d
,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,Ice pack
,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prednesone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolterodine
,,,,,1.79438474719,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.79438474719,,,,,,,,,0.0140628988161,,,,,2.0,,,,,,,,,,1.79438474719,,,,,,,,,,1.79438474719,,,,,,1.57845836892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57845836892,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57845836892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diazepam
,,,,2.0,,,,,,,,,,2.0,,,,,2.0,0.0,,,,,,,,2.0,0.337887420204,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,2.0,0.0,,,,,1.45523067224,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.655263237272,,,,,,0.74190425951,,0.0,,0.0,2.0,2.0,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,2.0,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,0.0,,0.0,,,,2.0,1.1040766041,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,2.0,0.0,,,,,,2.0,,,0.0,,,2.0,2.0,,,,,,,2.0,,,0.0,,2.0,,,,,,,Iron
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,Contraceptive pill
